Title,Description,Author,Year,MonthDay,Link,ImageLink
ReactJS Tutorial# 6 – ReactJS Best Practices,"Remember, clean code is a consistent style of programming which makes your code much easier to write, read, and maintain. After few tutorials on ReactJS, we will take a look",Pavan,2018,Dec 13,https://www.opencodez.com/reactjs/reactjs-best-practices.htm,https://www.opencodez.com/wp-content/uploads/2018/12/ReactJS-Tutorial-ReactJS-Best-Practices.jpg
"What is Performance Testing? Understand its Types, Tools and Skills required and Career growth",Recently everyone is talking about Performance Testing and recently you might have seen the rise in requirements specifically for Performance Testers on job portals. MNCs are on a hiring spree,Shilpa,2018,Dec 11,https://www.opencodez.com/software-testing/what-is-performance-testing-performance-testing-types-tools-skills-required-and-career-growth.htm,https://www.opencodez.com/wp-content/uploads/2018/12/Performance_Testing_Types-1.png
ReactJS Tutorial# 5 – React Flux and Redux,What is Flux? its the obvious question that comes to our mind when we hear this word. Flux is an application architecture style. This is used by Facebook internally when working,Pavan,2018,Nov 29,https://www.opencodez.com/reactjs/reactjs-tutorial-5-react-flux-and-redux.htm,https://www.opencodez.com/wp-content/uploads/2018/11/ReactJS-Tutorial-React-Flux-and-Redux.jpg
"ReactJS Tutorial# 4 – Forms, Events and Keys",We must admit that forms are very useful in any web application. If you have previous experience in Angular you are aware that it gives form validation out of the,Pavan,2018,Nov 20,https://www.opencodez.com/reactjs/reactjs-tutorial-4-forms-events-keys.htm,https://www.opencodez.com/wp-content/uploads/2018/11/ReactJS-Tutorial-Forms-Events-and-Keys.jpg
ReactJS Tutorial# 3 – Component State and Lifecycle,"Components are the building blocks of any React app. Of course. We already know that! From where? We read it in this article. Ohh, well I guess you also read",Pavan,2018,Nov 16,https://www.opencodez.com/reactjs/reactjs-component-state-and-lifecycle.htm,https://www.opencodez.com/wp-content/uploads/2018/11/ReactJS-Tutorial-ReactJS-Component-State-and-Lifecycle.jpg
ReactJS Tutorial# 2 – Components and Props,"Because you are here, reading this, I assume that you have already created your first React application. It was not hard at all, right? If you haven’t already done so,",Pavan,2018,Nov 11,https://www.opencodez.com/reactjs/reactjs-components-and-props.htm,https://www.opencodez.com/wp-content/uploads/2018/11/ReactJS-Tutorial-Components-and-Props.jpg
ReactJS Tutorial# 1 – An Introduction,"React  or ReactJS is rapidly taking center stage as one of the leading choices for Application Development. In this tutorial series, we are going to understand and go through some concepts",Pavan,2018,Nov 2,https://www.opencodez.com/reactjs/reactjs-an-introduction.htm,https://www.opencodez.com/wp-content/uploads/2018/11/ReactJS-Tutorial-1.jpg
Simple and Easy way to connect MongoDB Atlas with Spring Boot,"In this brief article, we will see how we can use MongoDB Atlas with Spring Boot. MongoDB Atlas is Database as a Service. With database available on the cloud you can",Pavan,2018,Oct 27,https://www.opencodez.com/java/use-mongodb-atlas-with-spring-boot.htm,https://www.opencodez.com/wp-content/uploads/2018/10/Use-MongoDB-Atlas-with-Spring-Boot.jpg
Java Structural Design Patterns – Facade Pattern,Facade Pattern provides the ease of usability for a system by hiding its complexity. It comes under a Structural design pattern. In this pattern client code can access the system but it,Supriya,2018,Oct 11,https://www.opencodez.com/java/facade-pattern.htm,https://www.opencodez.com/wp-content/uploads/2018/10/Facade-Pattern.jpg
Simple CRUD application using Node.js and Mongoose,"In this article, we are going to develop a Simple CRUD application using Node.js and Mongoose. Software used Node.js Express Mongoose Handlebars VS Code Mongoose Mongoose provides a simple and straight-forward, schema-based",Pavan,2018,Sep 29,https://www.opencodez.com/javascript/simple-crud-application-using-node-js-mongoose.htm,https://www.opencodez.com/wp-content/uploads/2018/09/node-logo.jpg
Easiest way to speedup your WordPress Website with CloudFlare for Free,"Need for Speed, this could not be truer in the Age of the Internet. Every webmaster is trying to turn all the stones to serve his site faster and reap",Pavan,2018,Sep 20,https://www.opencodez.com/how-to-guide/wordpress-cloudflare-free.htm,https://www.opencodez.com/wp-content/uploads/2018/09/cloudflare-1.jpg
Simple and Easy way to Build a RESTful API using Node.js,"REpresentational State Transfer in short REST is a web standard-based architecture that mainly uses HTTP Protocol. In the RESTful architecture, the Server simply provides access to the resources, and the",Pavan,2018,Sep 10,https://www.opencodez.com/javascript/build-restful-api-using-node-js.htm,https://www.opencodez.com/wp-content/uploads/2018/09/node-js-restful-api.png
Steps to develop Spring Batch jobs using Spring Boot with example,"Spring Batch is a lightweight batch framework which can be used by enterprise systems to develop robust batch applications for the daily operations. In this article, we will see a simple Spring Batch",Pavan,2018,Sep 4,https://www.opencodez.com/java/spring-batch-with-spring-boot.htm,https://www.opencodez.com/wp-content/uploads/2018/09/spring-batch-reference-model.png
Project Lombok – A Java Library to Reduce Boilerplate Code,"All Java projects, be it small or a big enterprise mission critical project, it needs  POJOs. These classes form your model, beans, entities etc. When we deal with POJO, we",Pavan,2018,Aug 30,https://www.opencodez.com/java/project-lombok.htm,https://www.opencodez.com/wp-content/uploads/2018/08/lombok.png
Static Website With Node js Webserver Step By Step – Source Code on GitHub,"In this article, we will see how we can build a Static Website with Node JS Webserver. The Node.js has changed many programming paradigms and made Javascript as one of",Pavan,2018,Aug 25,https://www.opencodez.com/java-script/static-website-with-node-js-webserver.htm,https://www.opencodez.com/wp-content/uploads/2018/08/nodejs.png
12 effective tips to write impressive and catchy QA/Software Tester’s Resume to surely get call for an interview,"When I was fresher, like all others, I used to submit my resume to all job sites, job fairs, and almost all companies. But I never received any response from",Shilpa,2018,Aug 12,https://www.opencodez.com/software-testing/12-effective-ways-write-catchy-qa-software-tester-resume.htm,https://www.opencodez.com/wp-content/uploads/2018/08/12-steps-to-write-catchy-QA-resume.jpg
Simplest and Easy way to Upload and Download Files in Java with Spring Boot,"Uploading and Downloading Files is one of the core functionality that any Enterprise Application wants to incorporate. In this article, we will see How to Upload and Download Files in Java with Spring",Pavan,2018,Aug 1,https://www.opencodez.com/java/file-upload-and-download-in-java-spring-boot.htm,https://www.opencodez.com/wp-content/uploads/2018/08/File-Upload-and-Download-in-Java-Spring-Boot.png
Java Structural Design Patterns – Adapter Pattern,Adapter pattern comes under Structural Design Pattern. This pattern combines the capability of two independent interfaces and works as a bridge between two incompatible interfaces. The Adapter pattern usually involves one,Supriya,2018,Jul 17,https://www.opencodez.com/java/adapter-pattern.htm,https://www.opencodez.com/wp-content/uploads/2018/07/Adapter-Pattern.png
Simple Guide to Learn Spring Boot Actuators with Example – Source Code on GitHub,"In this article, we will understand the Spring Boot Actuators. We will go through the implementation and basic usage of this fantastic Spring Boot feature. Softwares used Spring Boot 2.0.2.RELEASE",Rahul,2018,Jul 5,https://www.opencodez.com/java/spring-boot-actuators.htm,https://www.opencodez.com/wp-content/uploads/2018/07/Spring-Boot-Actuators.png
Simple Step by Step Guide to Move WordPress Site from HTTP to HTTPS for FREE,"Recently Google has announced that Chrome will start showing “NOT SECURE” warnings for all HTTP pages it opens. It may not break your site, but its definitely going to have the",Pavan,2018,Jul 1,https://www.opencodez.com/wordpress/move-wordpress-site-from-http-to-https.htm,https://www.opencodez.com/wp-content/uploads/2018/07/cert-bot.jpg
101 Most Important Frequently Asked Salesforce Interview Questions,"To conclude our 16 Articles Series on Salesforce, here we are providing 101 Most Important Frequently Asked Salesforce Interview Questions. These questions will be very useful for you to crack",Renuka,2018,Jun 28,https://www.opencodez.com/salesforce/salesforce-interview-questions.htm,https://www.opencodez.com/wp-content/uploads/2018/06/Salesforce-Interview-Questions-1.png
Java Structural Design Patterns – Decorator Pattern,The Decorator Pattern comes under the Structural pattern. By using the decorator pattern we can modify the functionality of an object dynamically. The functionality of an object is extended by,Supriya,2018,Jun 18,https://www.opencodez.com/java/decorator-pattern.htm,https://www.opencodez.com/wp-content/uploads/2018/06/Java-Design-Patterns-Decorator-Pattern.png
101 Most Important Frequently Asked Advance Java Interview Questions – Part 2,"In continuation of our previous article 101 Core Java Interview Questions to Ace the Interview, this is the second part where we cover Advance Java Interview Questions. Read first part – 101",Supriya,2018,Jun 14,https://www.opencodez.com/java/101-important-frequently-asked-advance-java-interview-questions-part-2.htm,https://www.opencodez.com/wp-content/uploads/2018/03/Core-Java-Interview-Questions-Featured.png
101 Most Important Frequently Asked Advance Java Interview Questions – Part 1,"In this article, we are going to list down 101 Most Important and Frequently Asked Advanced Java Interview Questions that will give you enough exposure and confidence to ace at",Supriya,2018,Jun 12,https://www.opencodez.com/java/101-important-frequently-asked-advance-java-interview-questions-part1.htm,https://www.opencodez.com/wp-content/uploads/2018/03/Core-Java-Interview-Questions-Featured.png
Connecting Multiple Databases With Spring Data JPA – Source Code On GitHub,"Usually, when you build an application you intend to connect to a single database. Its often not required to connect to multiple data sources unless you working on an ETL kind",Pavan,2018,Jun 5,https://www.opencodez.com/java/connecting-multiple-databases-spring-data-jpa.htm,https://www.opencodez.com/wp-content/uploads/2018/06/Connecting-to-Multiple-databases-with-Spring-Data-JPA.jpg
Step By Step Implementation Of Microservices with Spring Boot – Sample Code Provided,"We have discussed the Microservices concepts like What are Microservices? Why use it? When to use it? in our previous article ” An Introduction to Microservices Architecture” In this article,",Rahul,2018,May 24,https://www.opencodez.com/java/microservices-action-spring-boot.htm,https://www.opencodez.com/wp-content/uploads/2018/05/MSB-150x100.png
Java Creational Design Patterns – Factory Method Pattern,"In this article, we will discuss Factory Method Pattern. This pattern is organized under creational pattern as it deals with the creation of the object. This design pattern is based on one of the",Supriya,2018,May 22,https://www.opencodez.com/java/factory-method-pattern.htm,https://www.opencodez.com/wp-content/uploads/2018/05/Factory-Method-Pattern.png
6 Easy Steps to Write Test Summary Report (TSR) or Test Closure Report – Free Sample TSR to download,"In this article, we will learn what is Test Summary Report? Who prepares it? when is it prepared? Who are the stakeholders? What are the points to include in TSR",Shilpa,2018,May 14,https://www.opencodez.com/software-testing/6-easy-steps-to-write-test-summary-report.htm,https://www.opencodez.com/wp-content/uploads/2018/05/INDEX2.png
An Introduction to Microservices Architecture – Simple and Easy To Understand,"You must have been on a train many times in your life, but have you noticed the architectural pattern of the train. Is it Microservices Architecture? let us see. The trains",Rahul,2018,May 11,https://www.opencodez.com/web-development/introduction-microservices-architecture.htm,https://www.opencodez.com/wp-content/uploads/2018/05/microservices-application.jpg
Understanding Performance Improvement for Map in Java 8,"What is new in Java 8 for Map!! Folks, A significant change has been shipped in Java 8 release for Map. Of course, it is leaving the shore for better",Rahul,2018,May 9,https://www.opencodez.com/java/java8-map-performance-improvements.htm,https://www.opencodez.com/wp-content/uploads/2018/05/Java8-Map-Performance-Improvements.png
Java Behavioral Design Patterns – Memento Design Pattern,"In this article, we will cover one Memento Design Pattern which is categorized under behavioral design patterns. This pattern provides the capability to provide a restore (like undo) functionality over an",Supriya,2018,May 5,https://www.opencodez.com/java/memento-design-pattern.htm,https://www.opencodez.com/wp-content/uploads/2018/05/Memento-Design-Pattern.jpg
Simple Text Classification using Keras Deep Learning Python Library – Step By Step Guide,"Deep Learning is everywhere. All organizations big or small, trying to leverage the technology and invent some cool solutions. In this article, we will do a text classification using Keras",Pavan,2018,Apr 30,https://www.opencodez.com/how-to-guide/text-classification-using-keras.htm,https://www.opencodez.com/wp-content/uploads/2018/04/Keras.jpg
Simple Guide to Improve Code Quality With SonarLint,"In this article, we will learn to Configure sonarLint in IDE, identify and fix quality gaps, and improve our Code Quality With Sonarlint. Oops!! how could I missed it!! this",Rahul,2018,Apr 26,https://www.opencodez.com/how-to-guide/improve-code-quality-with-sonarlint.htm,https://www.opencodez.com/wp-content/uploads/2018/04/sonarlint-featured-image.png
Java Behavioral Design Patterns – Observer Design Pattern,"Observer Design Pattern is listed under Behavioral Design Patterns as it can alter the behavior of the program. In this article, we will understand this pattern with a simple example. This",Supriya,2018,Apr 16,https://www.opencodez.com/java/observer-design-pattern.htm,https://www.opencodez.com/wp-content/uploads/2018/04/Observer-Design-Pattern.png
Salesforce Tutorial# 16: Learning Salesforce Apex and Deployment Tools,"Apex is the backbone of Salesforce development. In this article, we will see a few points that will help you in Learning Salesforce Apex. Introduction of Salesforce Apex Classes: Apex",Renuka,2018,Apr 8,https://www.opencodez.com/salesforce/salesforce-tutorial-16-learning-apex-deployment-tools.htm,https://www.opencodez.com/wp-content/uploads/2018/04/Learning-Apex-Salesforce.png
Spring Mobile To Detect Device In Java Web Application – Source Code on GitHub,"Spring Mobile is an extension to Spring MVC framework. It primarily aims to simplify the development of mobile web applications. Spring Mobile To Detect Device: In this article, we will",Pavan,2018,Apr 5,https://www.opencodez.com/java/device-detection-using-spring-mobile.htm,https://www.opencodez.com/wp-content/uploads/2018/04/Spring-Mobile.png
Java Behavioral Design Patterns – Mediator Design Pattern,"In this article, we will understand Mediator Design Pattern. This pattern is categorized under behavioral pattern as it can alter the program’s running behavior. In some cases, the program is made up by",Supriya,2018,Mar 24,https://www.opencodez.com/java/mediator-design-pattern.htm,https://www.opencodez.com/wp-content/uploads/2018/03/Mediator-Design-Pattern-Featured.png
Java Behavioral Design Patterns – Visitor Design Pattern,"In this article, we will go through another pattern from behavioral category: Visitor Design Pattern. The visitor design pattern is generally used when you have to do an operation on heterogeneous",Supriya,2018,Mar 13,https://www.opencodez.com/java/visitor-design-pattern.htm,https://www.opencodez.com/wp-content/uploads/2018/03/Visitor-Design-Pattern.png
A Quick Easy Guide to Deep Learning with Java – Building Neural Network,"In this article, we will take a brief look at Deep Learning with Java. We are going to build our first simple neural network using Open-Source, Distributed, Deep Learning Library for",Pavan,2018,Mar 8,https://www.opencodez.com/java/deeplearaning4j.htm,https://www.opencodez.com/wp-content/uploads/2018/03/Deep-Learning-1.png
101 Most Important Frequently Asked Core Java Interview Questions to Ace an Interview – Part 2,"In continuation of our previous article 101 Core Java Interview Questions to Ace the Interview, this is the second part. Read first part – 101 Core Java Interview Questions to Ace an",Supriya,2018,Mar 1,https://www.opencodez.com/java/101-core-java-interview-questions-to-ace-an-interview-part-2.htm,https://www.opencodez.com/wp-content/uploads/2018/03/Core-Java-Interview-Questions-Featured.png
101 Most Important Frequently Asked Core Java Interview Questions to Ace an Interview – Part 1,"In this article, we are going to list down 101 Most Important and Frequently Asked Core Java Interview Questions that will give you enough exposure and confidence to ace at",Supriya,2018,Mar 1,https://www.opencodez.com/java/101-core-java-interview-questions-to-ace-an-interview-part-1.htm,https://www.opencodez.com/wp-content/uploads/2018/03/Core-Java-Interview-Questions-Featured.png
Java Behavioral Design Patterns – Iterator Design Pattern,Iterator Design Pattern is one of the Behavioural design patterns in Java. It is used for traversing through the collection of data in a particular class. This pattern hides the,Supriya,2018,Feb 23,https://www.opencodez.com/java/iterator-design-pattern.htm,https://www.opencodez.com/wp-content/uploads/2018/02/Iterator-Design-Pattern.png
Learn 7 Most Important Java8 Features with Easy Examples,It’s been a long time since Java 8 has been introduced. Java 9 and 10 are already becoming the talk of the town. So its time to learn Java 8,Pavan,2018,Feb 19,https://www.opencodez.com/java/java-8-using-examples.htm,https://www.opencodez.com/wp-content/uploads/2018/02/Java-8-using-Examples.png
Java Behavioral Design Patterns – Template Method Design Pattern,"In this article, we will understand one of the simplest design pattern: Template Method Design Pattern.This pattern falls under the behavioral design patterns. The pattern provides the outline or skeleton",Supriya,2018,Feb 15,https://www.opencodez.com/java/template-method-design-pattern.htm,https://www.opencodez.com/wp-content/uploads/2018/02/Template-Method-Design-Pattern-Featured.png
Java Behavioral Design Patterns – State Design Pattern,"State design pattern is used when the behavior of an Object changes based on its internal state. In the state pattern, a state machine is implemented by implementing each individual",Supriya,2018,Feb 13,https://www.opencodez.com/java/state-design-pattern.htm,https://www.opencodez.com/wp-content/uploads/2018/02/State-Design-Pattern.png
How to build Soap Web Services with Apache CXF and Spring Boot,"The popularity of Restful Services is rising that does not mean we have forgotten the Soap Web Services. In this article, we will see how to build Soap web services with",Pavan,2018,Feb 10,https://www.opencodez.com/java/soap-web-services-with-apache-cxf-spring-boot.htm,https://www.opencodez.com/wp-content/uploads/2018/02/Apache-CXF-with-Spring-Boot-Featured.png
Java Behavioral Design Patterns – Strategy Design Pattern,"The Strategy Design Pattern is one of the behavioral design patterns, it is also called as policy pattern that enables selecting an algorithm at runtime according to requirement. In this",Supriya,2018,Feb 8,https://www.opencodez.com/java/strategy-design-pattern.htm,https://www.opencodez.com/wp-content/uploads/2018/02/Strategy-Design-Pattern-1.png
Java Behavioral Design Patterns – Interpreter Design Pattern,The Interpreter design pattern is one of the behavioral design patterns that give specification about how to evaluate sentences in a language. Java compiler or for that matter compiler for,Supriya,2018,Feb 5,https://www.opencodez.com/java/interpreter-design-pattern.htm,https://www.opencodez.com/wp-content/uploads/2018/02/Interpreter-Design-Pattern.png
Configuration Management of WebSphere Liberty for production environment,"WebSphere Liberty is an application server offering by IBM. It is fast, dynamic, and easy for configuration. The server is built on the open-source Open Liberty project. With the growth",Anup,2018,Feb 3,https://www.opencodez.com/how-to-guide/managing-configuration-websphere-liberty-production-environment.htm,https://www.opencodez.com/wp-content/uploads/2018/02/WebSphere-Liberty.png
Java Behavioral Design Patterns – Command Design Pattern,The command design pattern is one of the behavioral design patterns. This design pattern can be considered for use when there is clear segregation between requester and executor of an,Supriya,2018,Feb 2,https://www.opencodez.com/java/command-design-pattern.htm,https://www.opencodez.com/wp-content/uploads/2018/02/Java-Design-Paater-Command.png
Spring Scheduled Tasks – 3 Ways To Use Spring Scheduler,"In this article, we will see how to run any task or a program using Spring Scheduled Tasks. As usual, we will demonstrate this with our favorite Spring Boot Softwares",Pavan,2018,Jan 26,https://www.opencodez.com/java/using-spring-scheduled-tasks.htm,https://www.opencodez.com/wp-content/uploads/2018/01/Spring-Scheduled-Tasks-1.png
Salesforce Tutorial# 15: Salesforce Sandbox and Overview of Force.com Capabilities,"One of the best capabilities of Force.com platform is Salesforce Sandbox, which allows us to create a copy of our production organization. In this article of our Salesforce Learning, we",Renuka,2018,Jan 24,https://www.opencodez.com/salesforce/salesforce-sandbox-overview-force-com-capabilities.htm,https://www.opencodez.com/wp-content/uploads/2018/01/salesforce-sandbox.png
Simple way to Build Message Driven Application using Kafka and Spring Boot,"In this article, we will create a simple Message Driven Application using Apache Kafka and Spring Boot. We have already seen how we connect to Kafka using plain java clients. In this",Pavan,2018,Jan 15,https://www.opencodez.com/java/how-to-build-message-driven-application-using-kafka-and-spring-boot.htm,https://www.opencodez.com/wp-content/uploads/2018/01/Message-Driven-Application-with-Kafka-Featured.png
Implement Custom Value Serializer for Kafka – Example With Source Code,"In our last article on implementation of Apache Kafka, we have seen the basic Java client to produce and consume messages. To continue our learning lets see how we can",Pavan,2018,Jan 8,https://www.opencodez.com/java/implement-custom-value-serializer-apache-kafka.htm,https://www.opencodez.com/wp-content/uploads/2018/01/apache-kafka-custom-serializer-1.png
How to 301 Redirect Url in WordPress,"Every now and then the webmaster has to update his site. He will delete some non performing posts, pages or he will change some categories. While doing this he has",Pavan,2018,Jan 3,https://www.opencodez.com/wordpress/301-redirect-url-wordpress.htm,https://www.opencodez.com/wp-content/uploads/2018/01/301-Redirect.png
Simple Way to Implement Kafka with Java – Source Code on GitHub,Implement Kafka with Java: Apache Kafka is the buzz word today. Everyone talks about it writes about it. So I have also decided to dive into it and understand it.,Pavan,2017,Dec 30,https://www.opencodez.com/java/using-apache-kafka-java.htm,https://www.opencodez.com/wp-content/uploads/2017/12/kafka_diagram.png
Passing Command Line Arguments in Java – Spring Boot Example,"Application properties are part of each and every application. To make your project robust and easy for the configuration you always think of keeping some properties either in the file,",Pavan,2017,Dec 27,https://www.opencodez.com/java/passing-command-line-arguments-java-spring-boot-example.htm,https://www.opencodez.com/wp-content/uploads/2017/12/Untitled.png
Currency Conversion App in Java,Consuming a rest web service is easy and with RestTemplate Spring has made dealing with these rest services easier. In this article we will build a simple Currency Conversion App that uses,Pavan,2017,Dec 12,https://www.opencodez.com/java/currency-conversion-app-spring-boot-java.htm,https://www.opencodez.com/wp-content/uploads/2017/12/currency-conversion-app-1.png
Salesforce Tutorial# 14: Building a Visualforce (Custom) Page for the Salesforce App,Visualforce is nothing but one of the framework of Force.com which is component-based user interface. A tag based language more similar to HTML is used by visualforce.  Each tag corresponds,Renuka,2017,Dec 8,https://www.opencodez.com/salesforce/building-visualforce-custom-page-salesforce-app.htm,https://www.opencodez.com/wp-content/uploads/2017/12/Visualforce.png
Send Encrypted Email Using Java Spring Boot – Simple Step By Step Guide With Source Code,Emails are used as communication modes most of the time. Not always people use encrypted email when sending business-sensitive information. Outlook and other email clients have inbuilt support for this,Pavan,2017,Nov 27,https://www.opencodez.com/java/send-encrypted-email-using-java.htm,https://www.opencodez.com/wp-content/uploads/2017/11/email-encryption-featured.png
Read X509 Certificate from Java KeyStore – Example With Code,In the NEW IT age with lots of data comes great responsibility to protect it against all malicious attacks. Using secure communications or HTTPS is one of the ways to,Pavan,2017,Nov 21,https://www.opencodez.com/java/read-x509-certificate-java-keystore.htm,https://www.opencodez.com/wp-content/uploads/2017/11/X509.png
Salesforce Tutorial# 13: Salesforce Reports and Dashboards,"Earlier in this tutorial series, we have seen many features and capabilities of Salesforce. Today in this tutorial you will get some insights on Reports and Dashboards in Salesforce. Reports",Renuka,2017,Nov 15,https://www.opencodez.com/salesforce/salesforce-reports-and-dashboards.htm,https://www.opencodez.com/wp-content/uploads/2017/11/salesforce-reports.png
How to Zip a file using Java,Sometimes it may happen that the in your application the size of log files increases and you have to run to your infrastructure team to either archive them or add,Pavan,2017,Nov 7,https://www.opencodez.com/java/zip-file-using-java.htm,https://www.opencodez.com/wp-content/uploads/2017/11/how-to-zip-a-file-1.png
Salesforce Tutorial# 12: Salesforce MVC Architecture on Cloud,"Salesforce MVC Architecture is one of the widely used software architecture design patterns which divides the design into three basic components i.e. Model, View, and Controller. Salesforce provides Visualforce an",Renuka,2017,Oct 12,https://www.opencodez.com/salesforce/visualforce-mvc-architecture-on-cloud.htm,https://www.opencodez.com/wp-content/uploads/2017/10/MVC.png
Simple Way to Configure LDAP Authentication using Spring Boot – Source Code on GitHub,LDAP authentication is one of the widely used approaches in enterprise-grade applications.  LDAP is used as a central repository for user information and applications will connect to this repository for,Pavan,2017,Oct 4,https://www.opencodez.com/java/configure-ldap-authentication-using-spring-boot.htm,https://www.opencodez.com/wp-content/uploads/2017/10/spring-boot.png
Salesforce Tutorial# 11: Salesforce Data Management,Every application or system in the world is data-driven and its management is always crucial for any system to be successful. Salesforce Data Management comes in two flavors Data Import,Renuka,2017,Sep 26,https://www.opencodez.com/salesforce/data-management-salesforce.htm,https://www.opencodez.com/wp-content/uploads/2017/09/salesforce-data-migration.png
Building Restful Web Services using Java,When we think of web services the one obvious question comes to our mind is Soap or Restful? And what are the differences and advantages over one another. In this,Pavan,2017,Sep 4,https://www.opencodez.com/java/building-restful-web-services-using-java.htm,https://www.opencodez.com/wp-content/uploads/2017/09/Restful-Web-Services.png
Salesforce Tutorial# 10: Introduction to Apex Triggers,"Apex is an object-oriented, strongly typed programming language, API supported by Force.com to give transaction control on salesforce platform. Apex supports for online SOQL and SOSL query handling and returns",Renuka,2017,Aug 28,https://www.opencodez.com/salesforce/salesforce-tutorial-10-introduction-apex.htm,https://www.opencodez.com/wp-content/uploads/2017/08/og-image.jpg
Top 5 Best JavaScript Frameworks in 2019,JavaScript is one of the major contributors to the Web designs and development and thus JavaScript Frameworks enhances developers ability to create single page applications and Web application prototypes without,Shilpa,2017,Aug 17,https://www.opencodez.com/java-script/5-best-javascript-frameworks-2017.htm,https://www.opencodez.com/wp-content/uploads/2017/08/5-Best-Javascript-Frameworks.jpg
Simplest method to Implement 2 Way Authentication using SSL – Example With Source Code Available,Every web application needs to be protected. There could be different solutions to choose from depending upon your requirement and feasibility. Some may choose basic form-based authentication or some may,Pavan,2017,Aug 9,https://www.opencodez.com/java/implement-2-way-authentication-using-ssl.htm,https://www.opencodez.com/wp-content/uploads/2017/08/SSL-Certificate.png
6 Important Steps to Shift Career from QA /Tester to BA / Business Analyst,Why Business Analyst or BA is one of the best options to go for. What are the skills required for BA. responsibilities of BA and what are those 6 steps,Shilpa,2017,Aug 5,https://www.opencodez.com/software-testing/6-steps-to-become-business-analyst.htm,https://www.opencodez.com/wp-content/uploads/2017/08/Business-Analyst.png
How to execute batch (.bat) file from Java,"Well as the title suggests, we will attempt to know how to execute bat file from Java. When you are a Java Developer, a lot is expected from you and",Pavan,2017,Jul 29,https://www.opencodez.com/java/how-to-execute-bat-file-from-java.htm,https://www.opencodez.com/wp-content/uploads/2017/07/bat-file.png
Salesforce Tutorial# 9: Introduction to SOQL and SOSL,Salesforce Object Query Language (SOQL) is similar to the SELECT statement in SQL (Structured Query Language). Using SOQL one can search the organization specific data. SOQL can be used with,Renuka,2017,Jul 23,https://www.opencodez.com/salesforce/introduction-soql-and-sosl.htm,https://www.opencodez.com/wp-content/uploads/2017/07/salesforce_logo_detail.png
Tips to Write Simple & Effective Test Plan – [Sample Test Plan Report to Download],"Test planning is a very important, essential, and crucial part of the testing life cycle. Well planned and executed tests ensures good quality software. In simple words, Test Planning is",Sonali,2017,Jul 14,https://www.opencodez.com/software-testing/test-planning.htm,https://www.opencodez.com/wp-content/uploads/2017/07/test-planning.png
Salesforce Tutorial# 8: Approval Process in Salesforce,"In this chapter, we will take Automation in Salesforce one step further with Approvals. Approval Process in Salesforce defines each step of how records get approved in Salesforce. Approval Process",Renuka,2017,Jul 8,https://www.opencodez.com/salesforce/approval-process-in-salesforce.htm,https://www.opencodez.com/wp-content/uploads/2017/07/approval-process-in-salesforce.png
Salesforce Tutorial# 7: Automation in Salesforce,"In continuation of our Salesforce learning, we will take a brief look at salesforce automation. To allow automated process as per customer specification or criteria we need to develop the",Renuka,2017,Jun 27,https://www.opencodez.com/salesforce/automation-in-salesforce.htm,https://www.opencodez.com/wp-content/uploads/2017/06/icon-service-salesforce-automation.png
Salesforce Tutorial# 6: Salesforce Security Model and Overview,"Data Security is a big challenge for any cloud platform. Salesforce Security Model provides security at different levels like Object level, Field level, Record Level, etc to make consumer’s data",Renuka,2017,May 31,https://www.opencodez.com/salesforce/salesforce-security.htm,https://www.opencodez.com/wp-content/uploads/2017/05/Salesforce-Security.jpg
4 Steps To Draft Effective Defect Report – Sample Defect Status Report in Excel to download,"In this article, we will briefly see how to prepare an effective defect status report and Sample Template is provided to download, which will give the current status of testing",Shilpa,2017,May 22,https://www.opencodez.com/software-testing/prepare-defect-status-report.htm,https://www.opencodez.com/wp-content/uploads/2017/05/defect-status-report-by-status.png
Salesforce Tutorial# 5: Object Relationships and Formula Field in Salesforce,"In this 5th article in our Salesforce learning journey, we will have some more insights on Salesforce Object Relationships. We will also see how Formula Field in Salesforce is defined.",Renuka,2017,May 7,https://www.opencodez.com/salesforce/object-relationships-formula-field-in-salesforce.htm,https://www.opencodez.com/wp-content/uploads/2017/05/salesforce_logo_detail.png
How to use RPT for Performance Testing of Web Application – Part II-Test Scheduling,"In the previous article on RTP we saw, benefits of RPT, it’s Features and sample performance script recording for single user. Now in this article, we will learn about an",Shilpa,2017,Apr 29,https://www.opencodez.com/software-testing/use-rpt-performance-testing-web-application-part-ii-test-scheduling.htm,https://www.opencodez.com/wp-content/uploads/2017/02/IBM-performance-tester.png
Java Mail Framework using Spring Boot – Step by Step Guide With Source Code,"Every application be it desktop or web, needs to send some kind of notification via mail. The scenarios may differ as per requirements like registration mail, order confirmation or any",Pavan,2017,Apr 7,https://www.opencodez.com/java/java-mail-framework-using-spring-boot.htm,https://www.opencodez.com/wp-content/uploads/2017/04/Java-Mail.png
Salesforce Tutorial# 4: Building Salesforce Custom App and Objects,"So far we have seen the introduction about Cloud, Salesforce, and Force.com. Now we will learn some interesting features – Salesforce Custom App. An app is a collection of tasks or",Renuka,2017,Apr 5,https://www.opencodez.com/salesforce/building-salesforce-custom-app-objects.htm,https://www.opencodez.com/wp-content/uploads/2017/04/Salesforce.jpg
